Model_name,Year_model,Manufacturer,Car_name,Type,Condition,Distance,Color,Body_type,Fuel_type,Engine_cc,Price
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,990000
مرسيدس E 180 2018,2018,مرسيدس,E 180,أوتوماتيك,مستعملة,140,White,Sedan,Gas,1600.0,2200000
مرسيدس CLA 200 2023,2023,مرسيدس,CLA 200,أوتوماتيك,مستعملة,47000,White,Coupe,Gas,1300.0,1950000
مرسيدس C200 2022,2022,مرسيدس,C200,أوتوماتيك,مستعملة,9500,Black,Sedan,Hybrid,1500.0,3150000
سيات ليون 2018,2018,سيات,ليون,أوتوماتيك,مستعملة,160000,Gray,Hatchback,Gas,1600.0,860000
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1380000
سوزوكي بالينو 2026,2026,سوزوكي,بالينو,أوتوماتيك,جديدة,0,Maroon,Hatchback,Gas,1500.0,925000
رينو داستر 2016,2016,رينو,داستر,مانيوال,مستعملة,180000,Green,SUV,Gas,1400.0,420000
بيجو 3008 2022,2022,بيجو,3008,أوتوماتيك,مستعملة,85000,Blue,SUV,Gas,1600.0,1350000
كوبرا ليون 2025,2025,كوبرا,ليون,أوتوماتيك,مستعملة,18000,Beige,Hatchback,Gas,1400.0,1625000
هيونداى توسان 2025,2025,هيونداى,توسان,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1925000
هيونداى توسان 2025,2025,هيونداى,توسان,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1925000
كيا سورينتو 2025,2025,كيا,سورينتو,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1600.0,3300000
إم جي 5 2025,2025,إم جي,5,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,1200000
مرسيدس C180 2022,2022,مرسيدس,C180,أوتوماتيك,مستعملة,18000,Gray,Sedan,Gas,1600.0,2800000
إم جي 7 2026,2026,إم جي,7,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,1690000
جيتور X70 2026,2026,جيتور,X70,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1050000
شيري تيجو 7 2026,2026,شيري,تيجو 7,أوتوماتيك,جديدة,0,Beige,SUV,Gas,1500.0,960000
شيري تيجو 8 2026,2026,شيري,تيجو 8,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,1150000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,690000
هيونداى أكسنت 2026,2026,هيونداى,أكسنت,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1600.0,780000
بي واى دى F3 2025,2025,بي واى دى,F3,أوتوماتيك,جديدة,0,Blue,Sedan,Gas,1500.0,680000
كيا سيراتو 2013,2013,كيا,سيراتو,أوتوماتيك,مستعملة,135000,Black,Sedan,Gas,1600.0,740000
تويوتا فورتشنر 2025,2025,تويوتا,فورتشنر,أوتوماتيك,جديدة,0,White,SUV,Gas,4000.0,3400000
تويوتا كورولا 2025,2025,تويوتا,كورولا,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1600.0,1425000
تويوتا اوربان كروزر 2025,2025,تويوتا,اوربان كروزر,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1490000
إم جي 5 2026,2026,إم جي,5,أوتوماتيك,جديدة,0,Blue,Sedan,Gas,1500.0,900000
أودي Q2 2025,2025,أودي,Q2,أوتوماتيك,جديدة,0,Gold,SUV,Gas,1500.0,2090000
نيسان إكس تريل 2026,2026,نيسان,إكس تريل,أوتوماتيك,جديدة,0,Beige,SUV,Gas,1500.0,2090000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1600.0,900000
ميتسوبيشي اكسباندر 2026,2026,ميتسوبيشي,اكسباندر,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1300000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,Red,SUV,Gas,1500.0,885000
رينو ميجان 2026,2026,رينو,ميجان,أوتوماتيك,جديدة,0,Maroon,Sedan,Gas,1600.0,1100000
إم جي ZS 2026,2026,إم جي,ZS,أوتوماتيك,جديدة,0,Red,SUV,Gas,1500.0,930000
إم جي One 2026,2026,إم جي,One,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1300000
جيتور T2 2026,2026,جيتور,T2,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1850000
جيتور T1 2026,2026,جيتور,T1,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1600000
بايك U5 Plus 2026,2026,بايك,U5 Plus,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,857000
بايك X 55 2026,2026,بايك,X 55,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1400000
بايك BJ30 2026,2026,بايك,BJ30,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1675000
بي ام دبليو X6 2018,2018,بي ام دبليو,X6,أوتوماتيك,مستعملة,95000,Black,SUV,Gas,4400.0,3350000
رينو ميجان 2020,2020,رينو,ميجان,أوتوماتيك,مستعملة,120000,Black,Sedan,Gas,1600.0,820000
كيا سبورتاج 2017,2017,كيا,سبورتاج,أوتوماتيك,مستعملة,160000,Gray,SUV,Gas,1600.0,1175000
بي ام دبليو 520i 2014,2014,بي ام دبليو,520i,أوتوماتيك,مستعملة,160000,Gray,Sedan,Gas,2000.0,1520000
سكودا كودياك 2019,2019,سكودا,كودياك,أوتوماتيك,مستعملة,110000,Dark Grey,SUV,Gas,1400.0,1600000
شيري اريزو 5 2026,2026,شيري,اريزو 5,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1500.0,675000
هيونداى بايون 2022,2022,هيونداى,بايون,أوتوماتيك,مستعملة,33000,Blue,Hatchback,Gas,1400.0,820000
مرسيدس C180 2019,2019,مرسيدس,C180,أوتوماتيك,مستعملة,115000,White,Sedan,Gas,1500.0,2050000
نيسان قشقاي 2019,2019,نيسان,قشقاي,أوتوماتيك,مستعملة,120000,Dark Grey,SUV,Gas,1600.0,825000
نيسان قشقاي 2026,2026,نيسان,قشقاي,أوتوماتيك,جديدة,0,White,SUV,Gas,1300.0,1465000
مازدا 3 2015,2015,مازدا,3,أوتوماتيك,مستعملة,175000,Blue,Sedan,Gas,1600.0,730000
كيا سيراتو 2015,2015,كيا,سيراتو,أوتوماتيك,مستعملة,140000,Bronze,Sedan,Gas,1600.0,710000
سكودا كودياك 2020,2020,سكودا,كودياك,أوتوماتيك,مستعملة,130000,Gray,SUV,Gas,1400.0,1460000
شيري اريزو 5 2026,2026,شيري,اريزو 5,أوتوماتيك,مستعملة,10,Red,Sedan,Gas,1500.0,800000
جيب جراند شيروكى 2015,2015,جيب,جراند شيروكى,أوتوماتيك,مستعملة,175000,Brown,SUV,Gas,5700.0,1500000
كيا سبورتاج 2020,2020,كيا,سبورتاج,أوتوماتيك,مستعملة,80000,Black,SUV,Gas,1600.0,1450000
فيات جراند بونتو 2015,2015,فيات,جراند بونتو,مانيوال,مستعملة,212000,Silver,Hatchback,Gas,1300.0,380000
رينو ميجان 2020,2020,رينو,ميجان,أوتوماتيك,مستعملة,260000,Blue,Sedan,Gas,1600.0,660000
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1160000
جيلي GX3 PRO 2024,2024,جيلي,GX3 PRO,أوتوماتيك,مستعملة,27000,Champagne,SUV,Gas,1500.0,710000
هيونداى ماتريكس 2010,2010,هيونداى,ماتريكس,أوتوماتيك,مستعملة,174000,Blue,SUV,Gas,1600.0,550000
شيفروليه كروز 2016,2016,شيفروليه,كروز,أوتوماتيك,مستعملة,142000,Black,Sedan,Gas,1600.0,520000
إم جي ZS 2026,2026,إم جي,ZS,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1090000
إم جي One 2026,2026,إم جي,One,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1350000
مرسيدس C200 2020,2020,مرسيدس,C200,أوتوماتيك,مستعملة,55000,Dark Grey,Coupe,Gas,1500.0,2650000
تويوتا لاند كروزر 2025,2025,تويوتا,لاند كروزر,أوتوماتيك,جديدة,0,White,SUV,Gas,4000.0,9000000
نيسان جوك 2013,2013,نيسان,جوك,أوتوماتيك,مستعملة,187000,Red,SUV,Gas,1600.0,670000
فيات تيبو هاتشباك 2022,2022,فيات,تيبو هاتشباك,أوتوماتيك,مستعملة,105000,Brown,Hatchback,Gas,1600.0,805000
شانجان إيدو بلس 2026,2026,شانجان,إيدو بلس,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,1140000
إم جي 5 2026,2026,إم جي,5,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1500.0,900000
دي إف إس كيه ايجل 580 2022,2022,دي إف إس كيه,ايجل 580,مانيوال,مستعملة,27000,Silver,Van,Gas,1600.0,300000
مرسيدس GLC 300 COUPE 2026,2026,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,Black,Hatchback,Gas,2000.0,5550000
إم جي 5 2026,2026,إم جي,5,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1500.0,900000
شيفروليه افيو 2014,2014,شيفروليه,افيو,أوتوماتيك,مستعملة,122000,Maroon,Sedan,Gas,1500.0,405000
مرسيدس GLA 200 2021,2021,مرسيدس,GLA 200,أوتوماتيك,مستعملة,40000,Navy Blue,SUV,Gas,1400.0,2550000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,745000
إم جي 5 2025,2025,إم جي,5,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,1100000
مرسيدس C200 2023,2023,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,3300000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1600.0,890000
كيا سيلتوس 2025,2025,كيا,سيلتوس,أوتوماتيك,جديدة,0,Gray,Hatchback,Gas,1500.0,1490000
جيتور T2 2026,2026,جيتور,T2,أوتوماتيك,جديدة,0,Beige,SUV,Gas,1500.0,1850000
ميتسوبيشي اكسباندر 2025,2025,ميتسوبيشي,اكسباندر,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1330000
إم جي ZS 2025,2025,إم جي,ZS,أوتوماتيك,جديدة,0,Silver,Hatchback,Gas,1500.0,1060000
إم جي ZS 2025,2025,إم جي,ZS,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1500.0,1060000
شيري اريزو 5 2026,2026,شيري,اريزو 5,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,745000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,790000
مرسيدس C180 2019,2019,مرسيدس,C180,أوتوماتيك,مستعملة,66000,Black,Coupe,Gas,1600.0,2600000
إم جي 5 2023,2023,إم جي,5,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,700000
هيونداى النترا CN7 2025,2025,هيونداى,النترا CN7,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,1370000
ميتسوبيشي اكسباندر 2025,2025,ميتسوبيشي,اكسباندر,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1500.0,1330000
هيونداى سوناتا 2025,2025,هيونداى,سوناتا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,2100000
ميتسوبيشي اكسباندر 2025,2025,ميتسوبيشي,اكسباندر,أوتوماتيك,جديدة,0,Silver,Hatchback,Gas,1500.0,1330000
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1210000
بي واى دى F3 2025,2025,بي واى دى,F3,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,690000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1600.0,880000
جاك J7 2022,2022,جاك,J7,أوتوماتيك,مستعملة,36000,Red,Sedan,Gas,1500.0,725000
هيونداى توسان 2026,2026,هيونداى,توسان,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1560000
ميني كوبر S 2010,2010,ميني,كوبر S,أوتوماتيك,مستعملة,170000,White,Coupe,Gas,1600.0,750000
أوبل أسترا 2015,2015,أوبل,أسترا,أوتوماتيك,مستعملة,300000,Brown,Sedan,Diesel,1600.0,485000
أوبل جراند لاند 2018,2018,أوبل,جراند لاند,أوتوماتيك,مستعملة,148000,Black,SUV,Gas,1600.0,850000
رينج روفر VOGUE 2025,2025,رينج روفر,VOGUE,أوتوماتيك,جديدة,0,Black,SUV,Gas,4400.0,10000000
بي ام دبليو 420i كابورليه 2023,2023,بي ام دبليو,420i كابورليه,أوتوماتيك,مستعملة,47500,Gray,Cabriolet,Gas,2000.0,3900000
لاند روفر رانج روفر ايفوك 2022,2022,لاند روفر,رانج ايفوك,أوتوماتيك,مستعملة,38000,Gray,SUV,Hybrid,2000.0,3600000
شيفروليه كامارو 2023,2023,شيفروليه,كامارو,أوتوماتيك,مستعملة,60000,Red,Coupe,Gas,2000.0,4500000
هيونداى أكسنت RB 2026,2026,هيونداى,أكسنت RB,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1600.0,850000
مرسيدس S450 2020,2020,مرسيدس,S450,أوتوماتيك,مستعملة,2500,White,Sedan,Gas,3000.0,6600000
ساوايست S 05 2026,2026,ساوايست,S 05,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1500.0,1000000
إم جي HS 2022,2022,إم جي,HS,أوتوماتيك,مستعملة,7000,Black,SUV,Gas,1500.0,1250000
سانج يونج تيفولي 2017,2017,سانج يونج,تيفولي,أوتوماتيك,مستعملة,100000,Gray,SUV,Diesel,1600.0,720000
لاند روفر رانج روفر 2022,2022,لاند روفر,رانج,أوتوماتيك,مستعملة,38000,Red,SUV,Gas,3000.0,5700000
مرسيدس C200 2026,2026,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,4100000
بي ام دبليو 218i 2021,2021,بي ام دبليو,218i,أوتوماتيك,مستعملة,85000,Blue,Sedan,Gas,1500.0,1550000
ستروين C4 جراند بيكاسو 2016,2016,ستروين,C4 جراند بيكاسو,أوتوماتيك,مستعملة,230000,Maroon,SUV,Gas,1600.0,750000
بيجو 508 2022,2022,بيجو,508,أوتوماتيك,مستعملة,115000,Red,Sedan,Gas,1600.0,1500000
بي ام دبليو X1 2021,2021,بي ام دبليو,X1,أوتوماتيك,مستعملة,79000,White,Hatchback,Gas,1600.0,1750000
إم جي One 2026,2026,إم جي,One,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1360000
كيا سبورتاج 2023,2023,كيا,سبورتاج,أوتوماتيك,مستعملة,30000,Red,SUV,Gas,1600.0,1720000
بورش ماكان S 2024,2024,بورش,ماكان S,أوتوماتيك,مستعملة,2500,White,Hatchback,Gas,2900.0,7800000
بي ام دبليو 420i جران كوبيه 2024,2024,بي ام دبليو,420i جران كوبيه,أوتوماتيك,جديدة,0,White,Sedan,Gas,2000.0,4200000
بي ام دبليو 740i 2025,2025,بي ام دبليو,740i,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,3000.0,7750000
بي ام دبليو 530i 2023,2023,بي ام دبليو,530i,أوتوماتيك,مستعملة,41000,Gray,Sedan,Gas,2000.0,3450000
بي ام دبليو 750Li 2023,2023,بي ام دبليو,750Li,أوتوماتيك,جديدة,0,White,Sedan,Gas,4400.0,4850000
بي ام دبليو M850i 2024,2024,بي ام دبليو,M850i,أوتوماتيك,مستعملة,30000,Maroon,Sedan,Gas,4400.0,7500000
شيفروليه كامارو 2022,2022,شيفروليه,كامارو,أوتوماتيك,مستعملة,4800,Black,Coupe,Gas,6200.0,9500000
بي ام دبليو X2 2025,2025,بي ام دبليو,X2,أوتوماتيك,مستعملة,8000,Red,Hatchback,Gas,1500.0,3150000
فولفو S60 2015,2015,فولفو,S60,أوتوماتيك,مستعملة,215000,Navy Blue,Sedan,Gas,1600.0,675000
بي واى دى F3 2021,2021,بي واى دى,F3,مانيوال,مستعملة,11000,Silver,Sedan,Gas,1100.0,520000
بروتون ويرا 2000,2000,بروتون,ويرا,مانيوال,مستعملة,260,Blue,Sedan,Gas,1500.0,160000
لاند روفر رانج روفر 2022,2022,لاند روفر,رانج,أوتوماتيك,مستعملة,60000,Black,SUV,Gas,1200.0,715000
بي ام دبليو 316i 2015,2015,بي ام دبليو,316i,أوتوماتيك,مستعملة,105000,Black,Sedan,Gas,1600.0,1100000
سكودا اوكتافيا A8 2026,2026,سكودا,اوكتافيا A8,أوتوماتيك,مستعملة,300,Gray,Sedan,Gas,1400.0,1900000
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1320000
شيفروليه N300 2021,2021,شيفروليه,N300,مانيوال,مستعملة,270132,Maroon,Van,Gas,1200.0,500000
رينو كادجار 2017,2017,رينو,كادجار,أوتوماتيك,مستعملة,122500,Silver,SUV,Gas,1200.0,770000
تويوتا ياريس 2015,2015,تويوتا,ياريس,أوتوماتيك,مستعملة,130000,Silver,Hatchback,Gas,1300.0,570000
نيسان سنترا 2019,2019,نيسان,سنترا,أوتوماتيك,مستعملة,116000,Black,Sedan,Gas,1600.0,620000
سيات ليون 2018,2018,سيات,ليون,أوتوماتيك,مستعملة,240000,White,Hatchback,Gas,1200.0,790000
مرسيدس G 63 2024,2024,مرسيدس,G 63,أوتوماتيك,مستعملة,9000,Black,SUV,Diesel,4000.0,8000000
كيا سبورتاج 2023,2023,كيا,سبورتاج,أوتوماتيك,مستعملة,25000,Gray,SUV,Gas,1600.0,1900000
كوبرا تيرامار  2026,2026,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1400.0,2320000
مرسيدس CLA 200 2024,2024,مرسيدس,CLA 200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1300.0,3150000
أودي A3 2008,2008,أودي,A3,أوتوماتيك,مستعملة,90000,Silver,Hatchback,Gas,1600.0,800000
فولكس فاجن تيجوان 2023,2023,فولكس فاجن,تيجوان,أوتوماتيك,مستعملة,9500,Navy Blue,SUV,Gas,1400.0,1680000
بي ام دبليو X6 2021,2021,بي ام دبليو,X6,أوتوماتيك,مستعملة,84000,Silver,Coupe,Gas,4400.0,5200000
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,Maroon,SUV,Gas,1500.0,1050000
مرسيدس C180 2020,2020,مرسيدس,C180,أوتوماتيك,مستعملة,133000,Navy Blue,Sedan,Gas,1500.0,2200000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2745000
مرسيدس E300 2026,2026,مرسيدس,E300,أوتوماتيك,جديدة,0,Silver,Sedan,Hybrid,2000.0,5283000
جيب ليبرتي 2006,2006,جيب,ليبرتي,أوتوماتيك,مستعملة,240000,Black,SUV,Gas,3600.0,550000
دي إس DS 7 2022,2022,دي إس,DS 7,أوتوماتيك,مستعملة,31000,Gray,SUV,Gas,1600.0,1440000
جيتور داشينج 2026,2026,جيتور,داشينج,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1415000
سيات ابيزا 2020,2020,سيات,ابيزا,أوتوماتيك,مستعملة,83000,White,Hatchback,Gas,1600.0,870000
بايك X5 2022,2022,بايك,X5,أوتوماتيك,مستعملة,175000,White,SUV,Gas,1500.0,625000
أوبل أسترا 2001,2001,أوبل,أسترا,مانيوال,مستعملة,275000,Black,Hatchback,Gas,1500.0,200000
شيري اريزو 5 فيس ليفت 2026,2026,شيري,اريزو 5 فيس ليفت,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,710000
